0,1
t1152889589.020553_x5.211959_y-1.371042_a-1.359378.jpeg,PA-A
t1152889589.224563_x5.223590_y-1.421142_a-1.353358.jpeg,PA-A
t1152889589.428574_x5.229431_y-1.447431_a-1.353206.jpeg,PA-A
t1152889589.632586_x5.240936_y-1.499469_a-1.353206.jpeg,PA-A
t1152889589.836598_x5.252334_y-1.552567_a-1.354740.jpeg,PA-A
t1152889590.040735_x5.259380_y-1.599515_a-1.354197.jpeg,PA-A
t1152889590.244625_x5.271839_y-1.657544_a-1.351933.jpeg,PA-A
t1152889590.448637_x5.281693_y-1.709178_a-1.356933.jpeg,PA-A
t1152889590.652715_x5.291091_y-1.765968_a-1.359504.jpeg,PA-A
t1152889590.856662_x5.300787_y-1.815732_a-1.360207.jpeg,PA-A
t1152889591.060870_x5.316413_y-1.889054_a-1.364656.jpeg,PA-A
t1152889591.264688_x5.323420_y-1.934021_a-1.372274.jpeg,PA-A
t1152889591.468701_x5.334451_y-1.989926_a-1.382291.jpeg,PA-A
t1152889591.673030_x5.338732_y-2.014769_a-1.379301.jpeg,PA-A
t1152889591.876725_x5.348710_y-2.066322_a-1.380404.jpeg,PA-A
t1152889592.080842_x5.355302_y-2.114456_a-1.384604.jpeg,PA-A
t1152889592.284751_x5.363314_y-2.171339_a-1.389284.jpeg,PA-A
t1152889592.488793_x5.373600_y-2.224872_a-1.390977.jpeg,PA-A
t1152889592.692888_x5.382629_y-2.278058_a-1.393711.jpeg,PA-A
t1152889592.896790_x5.393452_y-2.342010_a-1.394930.jpeg,PA-A
t1152889593.100860_x5.401754_y-2.393108_a-1.400342.jpeg,PA-A
t1152889593.304816_x5.409766_y-2.444588_a-1.403489.jpeg,PA-A
t1152889593.508828_x5.410227_y-2.512608_a-1.448823.jpeg,PA-A
t1152889593.712841_x5.388788_y-2.563567_a-1.579832.jpeg,PA-A
t1152889593.916857_x5.382309_y-2.599102_a-1.597762.jpeg,PA-A
t1152889594.120870_x5.381407_y-2.629615_a-1.600423.jpeg,PA-A
t1152889594.324887_x5.377507_y-2.688621_a-1.611961.jpeg,PA-A
t1152889594.528894_x5.375605_y-2.742922_a-1.610427.jpeg,PA-A
t1152889594.732930_x5.372980_y-2.794870_a-1.612501.jpeg,PA-A
t1152889594.936918_x5.370622_y-2.848351_a-1.613095.jpeg,PA-A
t1152889595.140931_x5.366631_y-2.890826_a-1.621019.jpeg,PA-A
t1152889595.345043_x5.364319_y-2.943900_a-1.619359.jpeg,PA-A
t1152889595.548959_x5.362071_y-2.997952_a-1.617662.jpeg,PA-A
t1152889595.752967_x5.357448_y-3.055100_a-1.622917.jpeg,PA-A
t1152889595.957069_x5.346216_y-3.115408_a-1.632398.jpeg,PA-A
t1152889596.160995_x5.343663_y-3.170183_a-1.633387.jpeg,PA-A
t1152889596.365006_x5.339991_y-3.200569_a-1.638763.jpeg,PA-A
t1152889596.569212_x5.335977_y-3.253679_a-1.640449.jpeg,PA-A
t1152889596.773034_x5.327269_y-3.315575_a-1.650498.jpeg,PA-A
t1152889596.977246_x5.325906_y-3.363266_a-1.661815.jpeg,PA-A
t1152889597.181057_x5.313630_y-3.421963_a-1.702074.jpeg,PA-A
t1152889597.385070_x5.283203_y-3.474486_a-1.813237.jpeg,PA-A
t1152889597.589082_x5.235425_y-3.513597_a-1.980829.jpeg,PA-A
t1152889597.793095_x5.188434_y-3.564570_a-2.106109.jpeg,PA-A
t1152889597.997110_x5.140071_y-3.580995_a-2.274858.jpeg,PA-A
t1152889598.201120_x5.071242_y-3.599287_a-2.449331.jpeg,PA-A
t1152889598.405135_x5.002712_y-3.600054_a-2.638354.jpeg,PA-A
t1152889598.609154_x4.938759_y-3.588939_a-2.818275.jpeg,PA-A
t1152889598.813184_x4.908906_y-3.577986_a-2.910962.jpeg,PA-A
t1152889599.017176_x4.852611_y-3.547607_a-3.099964.jpeg,PA-A
t1152889599.221189_x4.800890_y-3.508690_a3.001930.jpeg,PA-A
t1152889599.425199_x4.756854_y-3.460073_a2.816562.jpeg,PA-A
t1152889599.629210_x4.725406_y-3.407240_a2.641028.jpeg,PA-A
t1152889599.833222_x4.693507_y-3.341686_a2.452956.jpeg,PA-A
t1152889600.037237_x4.675948_y-3.263480_a2.292163.jpeg,PA-A
t1152889600.241251_x4.660382_y-3.183627_a2.130006.jpeg,PA-A
t1152889600.570321_x4.685215_y-3.098701_a1.838829.jpeg,PA-A
t1152889600.773285_x4.706559_y-3.041175_a1.650669.jpeg,PA-A
t1152889600.977296_x4.758287_y-2.988590_a1.461612.jpeg,PA-A
t1152889601.181309_x4.806097_y-2.940081_a1.318608.jpeg,PA-A
t1152889601.385320_x4.826265_y-2.907235_a1.271039.jpeg,PA-A
t1152889601.589334_x4.836075_y-2.878003_a1.280154.jpeg,PA-A
t1152889601.793345_x4.852537_y-2.824484_a1.280653.jpeg,PA-A
t1152889601.997361_x4.865553_y-2.779081_a1.274790.jpeg,PA-A
t1152889602.201372_x4.882964_y-2.730574_a1.273913.jpeg,PA-A
t1152889602.405383_x4.897402_y-2.677853_a1.282219.jpeg,PA-A
t1152889602.609397_x4.912572_y-2.625588_a1.283753.jpeg,PA-A
t1152889602.813411_x4.927726_y-2.583049_a1.274885.jpeg,PA-A
t1152889603.017446_x4.943337_y-2.531841_a1.274885.jpeg,PA-A
t1152889603.221436_x4.959812_y-2.482219_a1.271847.jpeg,PA-A
t1152889603.425449_x4.975506_y-2.430863_a1.272269.jpeg,PA-A
t1152889603.629462_x4.994440_y-2.367840_a1.270943.jpeg,PA-A
t1152889603.833473_x5.003679_y-2.337956_a1.270943.jpeg,PA-A
t1152889604.037487_x5.013887_y-2.301074_a1.264542.jpeg,PA-A
t1152889604.241508_x5.030761_y-2.249616_a1.261961.jpeg,PA-A
t1152889604.445514_x5.044174_y-2.209355_a1.253910.jpeg,PA-A
t1152889604.649623_x5.058158_y-2.163361_a1.252558.jpeg,PA-A
t1152889604.853537_x5.073810_y-2.115204_a1.257884.jpeg,PA-A
t1152889605.057551_x5.089035_y-2.067102_a1.260228.jpeg,PA-A
t1152889605.261564_x5.105783_y-2.012510_a1.262987.jpeg,PA-A
t1152889605.465574_x5.125786_y-1.956401_a1.264509.jpeg,PA-A
t1152889605.669797_x5.147973_y-1.885530_a1.268877.jpeg,PA-A
t1152889605.873600_x5.163928_y-1.834951_a1.268073.jpeg,PA-A
t1152889606.077615_x5.186110_y-1.760942_a1.271436.jpeg,PA-A
t1152889606.281824_x5.194562_y-1.734424_a1.270899.jpeg,PA-A
t1152889606.485726_x5.212882_y-1.676358_a1.267328.jpeg,PA-A
t1152889606.689754_x5.227405_y-1.621583_a1.269316.jpeg,PA-A
t1152889606.893666_x5.247822_y-1.570419_a1.247562.jpeg,PA-A
t1152889607.097755_x5.266160_y-1.524947_a1.209290.jpeg,PA-A
t1152889607.301896_x5.286549_y-1.473645_a1.206467.jpeg,PA-A
t1152889607.505723_x5.305226_y-1.421154_a1.207294.jpeg,PA-A
t1152889607.709717_x5.323791_y-1.372120_a1.205174.jpeg,PA-A
t1152889607.913728_x5.342724_y-1.312575_a1.219159.jpeg,PA-A
t1152889608.117743_x5.353085_y-1.258941_a1.257663.jpeg,PA-A
t1152889608.321754_x5.367430_y-1.208616_a1.267662.jpeg,PA-A
t1152889608.525768_x5.375195_y-1.184249_a1.267187.jpeg,PA-A
t1152889608.729779_x5.389867_y-1.131344_a1.276136.jpeg,PA-A
t1152889608.933795_x5.392344_y-1.077939_a1.334783.jpeg,PA-A
t1152889609.137806_x5.395734_y-1.023787_a1.375558.jpeg,PA-A
t1152889609.341826_x5.401642_y-0.950946_a1.414771.jpeg,PA-A
t1152889609.545832_x5.385573_y-0.899109_a1.520108.jpeg,PA-A
t1152889609.749845_x5.362924_y-0.847831_a1.622544.jpeg,PA-A
t1152889609.953972_x5.356851_y-0.795675_a1.636885.jpeg,PA-A
t1152889610.157873_x5.352844_y-0.746224_a1.656643.jpeg,PA-A
t1152889610.361881_x5.324124_y-0.695026_a1.764952.jpeg,PA-A
t1152889610.565894_x5.289113_y-0.643256_a1.873644.jpeg,PA-A
t1152889610.769907_x5.264955_y-0.623966_a1.955498.jpeg,PA-A
t1152889610.973922_x5.197159_y-0.593901_a2.155363.jpeg,PA-A
t1152889611.178148_x5.144674_y-0.560607_a2.267920.jpeg,PA-A
t1152889611.381944_x5.107372_y-0.526796_a2.288118.jpeg,PA-A
t1152889611.586161_x5.076782_y-0.486110_a2.284085.jpeg,PA-A
t1152889611.789973_x5.044117_y-0.445282_a2.276194.jpeg,PA-A
t1152889611.993983_x5.007838_y-0.408989_a2.289423.jpeg,PA-A
t1152889612.197996_x4.972120_y-0.391938_a2.348833.jpeg,PA-A
t1152889612.402009_x4.911596_y-0.375805_a2.484029.jpeg,PA-A
t1152889612.606024_x4.858569_y-0.363184_a2.581996.jpeg,PA-A
t1152889612.810033_x4.832669_y-0.350591_a2.606407.jpeg,PA-A
t1152889613.014048_x4.777901_y-0.324950_a2.630021.jpeg,PA-A
t1152889613.218060_x4.756717_y-0.314966_a2.637939.jpeg,PA-A
t1152889613.422074_x4.710463_y-0.289473_a2.638079.jpeg,PA-A
t1152889613.626085_x4.664343_y-0.263224_a2.634827.jpeg,PA-A
t1152889613.830099_x4.620307_y-0.238706_a2.634647.jpeg,PA-A
t1152889614.034111_x4.579323_y-0.215401_a2.632581.jpeg,PA-A
t1152889614.238127_x4.554360_y-0.201163_a2.631245.jpeg,PA-A
t1152889614.442139_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889614.646153_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889614.850261_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889615.054176_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889615.258209_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889615.462301_x4.549755_y-0.198755_a2.631989.jpeg,PA-A
t1152889615.666213_x4.549300_y-0.198575_a2.632305.jpeg,PA-A
t1152889615.870227_x4.549182_y-0.198787_a2.633523.jpeg,PA-A
t1152889616.074239_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889616.278250_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889616.482456_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889616.686278_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889616.890288_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889617.094403_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889617.298370_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889617.502416_x4.548758_y-0.198551_a2.633523.jpeg,PA-A
t1152889617.706339_x4.548334_y-0.198315_a2.633523.jpeg,PA-A
t1152889617.910354_x4.539338_y-0.198009_a2.648734.jpeg,PA-A
t1152889618.114367_x4.539483_y-0.197739_a2.647200.jpeg,PA-A
t1152889618.318382_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889618.522392_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889618.726404_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889618.930416_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889619.134433_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889619.338462_x4.539056_y-0.197510_a2.647200.jpeg,PA-A
t1152889619.542459_x4.538786_y-0.197030_a2.645729.jpeg,PA-A
t1152889619.746472_x4.538168_y-0.197030_a2.647200.jpeg,PA-A
t1152889619.950482_x4.537804_y-0.196765_a2.646897.jpeg,PA-A
t1152889620.154495_x4.537816_y-0.196491_a2.645666.jpeg,PA-A
t1152889620.358605_x4.537494_y-0.196318_a2.645666.jpeg,PA-A
t1152889620.562520_x4.537494_y-0.196318_a2.645666.jpeg,PA-A
t1152889620.766647_x4.537008_y-0.196200_a2.646304.jpeg,PA-A
t1152889620.970543_x4.537068_y-0.196088_a2.645666.jpeg,PA-A
t1152889621.174664_x4.536850_y-0.194820_a2.640624.jpeg,PA-A
t1152889621.378764_x4.537180_y-0.187227_a2.606857.jpeg,PA-A
t1152889621.582584_x4.536439_y-0.184387_a2.596578.jpeg,PA-A
t1152889621.786595_x4.536439_y-0.184387_a2.596578.jpeg,PA-A
t1152889621.990803_x4.536439_y-0.184387_a2.596578.jpeg,PA-A
t1152889622.194621_x4.536439_y-0.184387_a2.596578.jpeg,PA-A
t1152889622.398736_x4.536439_y-0.184387_a2.596578.jpeg,PA-A
t1152889622.602646_x4.536216_y-0.183821_a2.594736.jpeg,PA-A
t1152889622.806659_x4.542083_y-0.177875_a2.553817.jpeg,PA-A
t1152889623.010672_x4.547563_y-0.167291_a2.495258.jpeg,PA-A
t1152889623.214686_x4.547290_y-0.164985_a2.486893.jpeg,PA-A
t1152889623.418718_x4.545970_y-0.166724_a2.497808.jpeg,PA-A
t1152889623.622710_x4.536790_y-0.180047_a2.578728.jpeg,PA-A
t1152889623.826726_x4.523327_y-0.207858_a2.733302.jpeg,PA-A
t1152889624.030738_x4.529959_y-0.228977_a2.831255.jpeg,PA-A
t1152889624.234748_x4.528668_y-0.234176_a2.858166.jpeg,PA-A
t1152889624.438760_x4.528435_y-0.234365_a2.859402.jpeg,PA-A
t1152889624.642777_x4.528202_y-0.234552_a2.860625.jpeg,PA-A
t1152889624.846791_x4.528109_y-0.234619_a2.861075.jpeg,PA-A
t1152889625.050799_x4.525815_y-0.236084_a2.869013.jpeg,PA-A
t1152889625.254914_x4.514133_y-0.235560_a2.880556.jpeg,PA-A
t1152889625.458824_x4.489514_y-0.234607_a2.905852.jpeg,PA-A
t1152889625.662937_x4.445826_y-0.237287_a2.941953.jpeg,PA-A
t1152889625.866849_x4.409570_y-0.225637_a2.934644.jpeg,PA-A
t1152889626.070863_x4.358851_y-0.214274_a2.934094.jpeg,PA-A
t1152889626.274875_x4.310252_y-0.204264_a2.937124.jpeg,PA-A
t1152889626.478890_x4.268857_y-0.199825_a2.955001.jpeg,PA-A
t1152889626.682901_x4.204265_y-0.193126_a2.973299.jpeg,PA-A
t1152889626.887122_x4.164261_y-0.189283_a2.972177.jpeg,PA-A
t1152889627.090926_x4.138812_y-0.184848_a2.973079.jpeg,PA-A
t1152889627.295137_x4.087627_y-0.176603_a2.970540.jpeg,PA-A
t1152889627.499010_x4.038919_y-0.167295_a2.966671.jpeg,PA-A
t1152889627.702965_x3.982094_y-0.154778_a2.963865.jpeg,PA-A
t1152889627.906977_x3.931469_y-0.144594_a2.963059.jpeg,PA-A
t1152889628.110992_x3.880515_y-0.134676_a2.960899.jpeg,CR-A
t1152889628.315002_x3.842718_y-0.130869_a2.955797.jpeg,CR-A
t1152889628.519016_x3.797272_y-0.121932_a2.951035.jpeg,CR-A
t1152889628.723029_x3.747716_y-0.110618_a2.956770.jpeg,CR-A
t1152889628.927044_x3.702088_y-0.117189_a3.024518.jpeg,CR-A
t1152889629.131054_x3.645692_y-0.140443_a-3.133740.jpeg,CR-A
t1152889629.335067_x3.596419_y-0.148842_a-3.102703.jpeg,CR-A
t1152889629.539083_x3.568440_y-0.149387_a-3.104954.jpeg,CR-A
t1152889629.743098_x3.520273_y-0.152044_a-3.103854.jpeg,CR-A
t1152889629.947106_x3.472193_y-0.154140_a-3.107078.jpeg,CR-A
t1152889630.151122_x3.413458_y-0.148671_a-3.106609.jpeg,CR-A
t1152889630.355132_x3.362646_y-0.148302_a-3.110427.jpeg,CR-A
t1152889630.559150_x3.313527_y-0.148007_a-3.115378.jpeg,CR-A
t1152889630.763155_x3.265308_y-0.148991_a-3.117348.jpeg,CR-A
t1152889630.967170_x3.218732_y-0.149731_a-3.117981.jpeg,CR-A
t1152889631.171286_x3.175297_y-0.150266_a-3.119864.jpeg,CR-A
t1152889631.375196_x3.151563_y-0.150230_a-3.118454.jpeg,CR-A
t1152889631.579231_x3.106223_y-0.149305_a-3.121262.jpeg,CR-A
t1152889631.783442_x3.079934_y-0.149693_a-3.122143.jpeg,CR-A
t1152889631.987233_x3.051162_y-0.152715_a-3.122833.jpeg,CR-A
t1152889632.191442_x2.981167_y-0.152879_a-3.124930.jpeg,CR-A
t1152889632.395257_x2.924206_y-0.150604_a-3.125093.jpeg,CR-A
t1152889632.599272_x2.868233_y-0.151666_a-3.130243.jpeg,CR-A
t1152889632.803283_x2.817952_y-0.150800_a-3.132665.jpeg,CR-A
t1152889633.007298_x2.771099_y-0.152980_a-3.134516.jpeg,CR-A
t1152889633.211309_x2.718725_y-0.152186_a-3.132797.jpeg,CR-A
t1152889633.415321_x2.640871_y-0.152026_a-3.140209.jpeg,CR-A
t1152889633.619335_x2.595914_y-0.151794_a3.141149.jpeg,CR-A
t1152889633.823349_x2.536588_y-0.149595_a3.141211.jpeg,CR-A
t1152889634.027360_x2.508167_y-0.151083_a-3.141181.jpeg,CR-A
t1152889634.231375_x2.460300_y-0.150183_a-3.141334.jpeg,CR-A
t1152889634.435386_x2.411149_y-0.153163_a3.141340.jpeg,CR-A
t1152889634.639400_x2.360458_y-0.153789_a3.136648.jpeg,CR-A
t1152889634.843415_x2.328381_y-0.155118_a3.135692.jpeg,CR-A
t1152889635.047427_x2.281207_y-0.154182_a3.137012.jpeg,CR-A
t1152889635.251441_x2.238430_y-0.155165_a3.130220.jpeg,CR-A
t1152889635.455452_x2.183485_y-0.153542_a3.129933.jpeg,CR-A
t1152889635.659489_x2.128032_y-0.151520_a3.132449.jpeg,CR-A
t1152889635.863474_x2.057555_y-0.149522_a3.131809.jpeg,CR-A
t1152889636.067489_x2.019916_y-0.151630_a3.132121.jpeg,CR-A
t1152889636.541079_x1.928796_y-0.150919_a3.128890.jpeg,CR-A
t1152889636.747530_x1.884735_y-0.148354_a3.127372.jpeg,CR-A
t1152889636.951545_x1.838053_y-0.147052_a3.130733.jpeg,CR-A
t1152889637.155557_x1.788437_y-0.157908_a-3.101189.jpeg,CR-A
t1152889637.359568_x1.753479_y-0.172174_a-3.048837.jpeg,CR-A
t1152889637.563696_x1.724359_y-0.195667_a-2.942892.jpeg,CR-A
t1152889637.767594_x1.676362_y-0.240905_a-2.779791.jpeg,CR-A
t1152889637.971608_x1.684085_y-0.263397_a-2.674004.jpeg,CR-A
t1152889638.175825_x1.678983_y-0.318947_a-2.464395.jpeg,CR-A
t1152889638.379631_x1.681350_y-0.374351_a-2.275259.jpeg,CR-A
t1152889638.583644_x1.678364_y-0.435359_a-2.110020.jpeg,CR-A
t1152889638.787851_x1.660299_y-0.475475_a-2.080017.jpeg,CR-A
t1152889638.991671_x1.641931_y-0.500350_a-2.085048.jpeg,CR-A
t1152889639.195895_x1.609912_y-0.550766_a-2.092863.jpeg,CR-A
